group,label,value,profile,jitter,peak_tip_force_N_per_m,peak_root_force_N_per_m,peak_attachment_force_N_per_m,peak_tension_N_per_m,max_panel_curvature_ratio,time_of_peak_s,KE_at_deploy_end_J_per_m,final_tip_force_N_per_m,energy_balance_error,nodes_per_panel,dt_s,wall_time_s,diverged
Fold rest angle θ_rest,0.0949π,0.2981371428256714,smooth,1.03,451.05813693112725,439.2407563442467,451.05813693112725,450.7555995414489,4.531387478976137,30.96709493278309,4.335668814556883,113.3516330249207,8.749179112013943e-8,20,7.902233527548187e-6,182.91965889930725,false
Fold rest angle θ_rest,0.0949π,0.2981371428256714,constant_then_stop,0.97,412.42979834906606,432.03501925283564,432.03501925283564,431.89112450864474,4.893484500395396,29.546257540062875,1.517732326344109,349.8331908550654,1.4653287773947182e-5,20,7.902233527548187e-6,79.5678539276123,false
Fold rest angle θ_rest,0.0949π,0.2981371428256714,constant_then_stop,1.0,383.0643822532999,378.9555263563602,383.0643822532999,382.91546560452866,4.898015074846828,30.257616602212764,1.025182548057425,102.96379254158386,1.8416956504148587e-6,20,7.902233527548187e-6,74.1454439163208,false
Fold rest angle θ_rest,0.0949π,0.2981371428256714,constant_then_stop,1.03,394.12457944275064,386.14822572865495,394.12457944275064,393.7989533056173,4.89752201427939,30.917279252625427,0.9676635809048719,175.96453759706998,1.1728036163071363e-5,20,7.902233527548187e-6,463.2069308757782,false
Fold rest angle θ_rest,0.169π,0.5309291584566751,smooth,0.97,354.1049376934895,376.7987396020182,376.7987396020182,376.4851816186186,4.158785716528849,27.854420950748917,0.9309489129021324,247.52138580745378,6.347258785692906e-8,20,7.902233527548187e-6,153.44823598861694,false
Fold rest angle θ_rest,0.169π,0.5309291584566751,smooth,1.0,335.6441203503867,362.052950100106,362.052950100106,361.87456565739615,4.146030892325095,29.276546407534127,1.5952789594054808,98.90045707072711,5.98667908583452e-8,20,7.902233527548187e-6,83.15674090385437,false
Fold rest angle θ_rest,0.169π,0.5309291584566751,smooth,1.03,319.15588054786355,315.8103741823936,319.15588054786355,319.11450707936575,4.133793187355332,31.180913567571494,0.3595322332348389,109.07702389303974,4.063225075622733e-8,20,7.902233527548187e-6,143.84919691085815,false
Fold rest angle θ_rest,0.169π,0.5309291584566751,constant_then_stop,0.97,334.6442376470327,321.8061516186052,334.6442376470327,334.56696269905024,4.327721699488816,29.8437292189739,1.1767078886123572,255.18561446067804,1.723482170873693e-5,20,7.902233527548187e-6,142.8068859577179,false
Fold rest angle θ_rest,0.169π,0.5309291584566751,constant_then_stop,1.0,285.2987138899144,308.3314219959262,308.3314219959262,308.2086959938923,4.34520638402519,30.8154668758565,1.0668908144550346,108.71094417069605,2.1936345731477026e-6,20,7.902233527548187e-6,86.52559995651245,false
Fold rest angle θ_rest,0.169π,0.5309291584566751,constant_then_stop,1.03,278.77193855105656,289.27686702296245,289.27686702296245,289.17501640070907,4.358848132222791,31.720217299126077,0.8157406135874324,61.95838029249814,1.423966813173303e-5,20,7.902233527548187e-6,117.41120719909668,false
Fold rest angle θ_rest,0.3π,0.9424777960769379,smooth,0.97,437.8872109339445,435.05635635361836,437.8872109339445,437.7318052953423,3.302500318168952,29.01127633024786,4.510653499521229,85.84266745491395,9.861520772441841e-8,20,7.902233527548187e-6,143.9155559539795,false
Fold rest angle θ_rest,0.3π,0.9424777960769379,smooth,1.0,443.41171406438303,408.1205334428088,443.41171406438303,443.1659903149004,3.297519529072378,28.74354865833453,3.360196648497399,297.5042776472886,7.486763513328765e-8,20,7.902233527548187e-6,81.43638610839844,false
Fold rest angle θ_rest,0.3π,0.9424777960769379,smooth,1.03,414.1260104260718,409.2698441756976,414.1260104260718,414.042190319113,3.2924618537479247,31.369294912634714,1.7387906483791384,179.91970599719622,5.12520282146334e-8,20,7.902233527548187e-6,90.58880090713501,false
Fold rest angle θ_rest,0.3π,0.9424777960769379,constant_then_stop,0.97,237.28997311096566,259.6436470076476,259.6436470076476,259.445223516326,3.22131728916195,29.408039573432532,0.9560148978621381,220.36753669285716,1.907158531767268e-5,20,7.902233527548187e-6,118.56627893447876,false
Fold rest angle θ_rest,0.3π,0.9424777960769379,constant_then_stop,1.0,260.4829445755306,251.12080653350554,260.4829445755306,260.36504871245694,3.251042311764614,30.478586758343596,1.536082369773704,127.090416417587,1.111582775894431e-6,20,7.902233527548187e-6,78.54682183265686,false
Fold rest angle θ_rest,0.3π,0.9424777960769379,constant_then_stop,1.03,238.8842660673452,238.0338049662365,238.8842660673452,238.7520188127631,3.2782135037419327,31.025610972054587,1.3474365910851993,151.79427087775775,8.919949781513808e-6,20,7.902233527548187e-6,146.12762022018433,false
Fold rest angle θ_rest,0.533π,1.6744688843633597,smooth,0.97,187.48893337476918,185.7308979827238,187.48893337476918,187.45997646306614,1.9550760808391294,29.798362496292242,0.6089407098415508,129.06770133940782,1.552276491212663e-8,20,7.902233527548187e-6,83.38149690628052,false
Fold rest angle θ_rest,0.533π,1.6744688843633597,smooth,1.0,197.64043537192794,193.9209528444649,197.64043537192794,197.59806564119972,1.7314311816386079,30.480704556928977,1.0524933624412636,100.39752992462952,1.8319961834406917e-8,20,7.902233527548187e-6,89.81343698501587,false
Fold rest angle θ_rest,0.533π,1.6744688843633597,smooth,1.03,200.4048883801124,200.68525008318528,200.68525008318528,200.65377131205886,1.799502882178531,32.19677729647192,0.6370928486713948,113.04315407390658,1.9012327945533105e-8,20,7.902233527548187e-6,179.7320818901062,false
Fold rest angle θ_rest,0.533π,1.6744688843633597,constant_then_stop,0.97,223.85742421666362,223.02708023568277,223.85742421666362,223.6134283821435,1.7392153484255828,29.333213324160177,0.7253575606032889,128.36065869946668,1.729777225975478e-5,20,7.902233527548187e-6,78.40985703468323,false
Fold rest angle θ_rest,0.533π,1.6744688843633597,constant_then_stop,1.0,219.36542309779648,231.3806063624414,231.3806063624414,231.0011495896174,1.7751144191089745,30.042280738587074,0.7222881688298218,90.9319692391485,2.0698598636697236e-6,20,7.902233527548187e-6,84.08606600761414,false
Fold rest angle θ_rest,0.533π,1.6744688843633597,constant_then_stop,1.03,184.23813304413505,195.99354916975653,195.99354916975653,195.69815113986144,1.8376587912989517,30.931345228304465,0.619734119345014,112.91542692957931,1.2479597906855205e-5,20,7.902233527548187e-6,85.96383500099182,false
Fold rest angle θ_rest,0.949π,2.9813714282567134,smooth,0.97,68.302115444744,67.55293011014902,68.302115444744,68.29090433114182,2.441923694605618,28.499914896446693,0.1358369233893311,59.58558086237288,3.7286499177928195e-9,20,7.902233527548187e-6,81.9387948513031,false
Fold rest angle θ_rest,0.949π,2.9813714282567134,smooth,1.0,63.54131687656003,63.793816838218156,63.793816838218156,63.78991786993869,2.4603692551307392,29.632059991704992,0.07478493603317975,40.14417976760907,3.2149378219209395e-9,20,7.902233527548187e-6,325.6870880126953,false
Fold rest angle θ_rest,0.949π,2.9813714282567134,smooth,1.03,64.98551295711856,64.93628244064864,64.98551295711856,64.97908409787381,2.4567050802988217,30.69634070542871,0.13199655242114933,40.651763399641936,2.9116471494649356e-9,20,7.902233527548187e-6,140.8154799938202,false
Fold rest angle θ_rest,0.949π,2.9813714282567134,constant_then_stop,0.97,114.52833810825338,113.9316118469353,114.52833810825338,114.44430394050259,2.3645400346744485,29.157989197920323,0.41951424692299905,67.77949330380487,8.921985226839527e-6,20,7.902233527548187e-6,85.62625312805176,false
Fold rest angle θ_rest,0.949π,2.9813714282567134,constant_then_stop,1.0,115.06615498319026,114.97804162746382,115.06615498319026,115.05051125736466,2.3205843106894313,30.228125466687956,0.29324605689380084,82.5349872048062,1.3038779535061436e-6,20,7.902233527548187e-6,293.31877088546753,false
Fold rest angle θ_rest,0.949π,2.9813714282567134,constant_then_stop,1.03,122.07116846376431,114.24863067708547,122.07116846376431,122.0359058363784,2.266726036052533,31.09931510416603,0.2211646475003094,84.90214691576365,1.038261435751266e-5,20,7.902233527548187e-6,135.74316310882568,false
Hinge damping ratio,0.01,0.01,smooth,0.97,329.81613471267656,334.75254531816256,334.75254531816256,334.600397219433,3.988310567624929,29.09032237222393,0.527450965905078,71.00028386941572,9.186608622187739e-8,20,7.902233527548187e-6,82.82948899269104,false
Hinge damping ratio,0.01,0.01,smooth,1.0,306.95856952383923,311.3515549139064,311.3515549139064,311.19507906892824,3.980038701782427,29.788018472604683,2.3286418892669465,116.91734398532299,1.0703740878304959e-7,20,7.902233527548187e-6,271.2580609321594,false
Hinge damping ratio,0.01,0.01,smooth,1.03,419.1650027938158,412.58655115376746,419.1650027938158,418.98580287517143,3.9713627975286423,30.674325082820964,1.9442197255973304,126.88890335481558,6.497849273278268e-8,20,7.902233527548187e-6,147.67552709579468,false
Hinge damping ratio,0.01,0.01,constant_then_stop,0.97,352.56781634000646,343.60999492617594,352.56781634000646,352.2155078830844,3.8917078278873087,29.35099334959716,1.9893522809181792,141.7800971233947,1.2613580537411876e-5,20,7.902233527548187e-6,86.9803512096405,false
Hinge damping ratio,0.01,0.01,constant_then_stop,1.0,381.38171156889297,374.64461540630793,381.38171156889297,380.9955240413581,3.9305621752083533,30.376956132945793,1.476041768313843,127.10872578558089,1.6730330280526042e-6,20,7.902233527548187e-6,172.14199304580688,false
Hinge damping ratio,0.01,0.01,constant_then_stop,1.03,267.1774634443881,285.99586147089394,285.99586147089394,285.7957270485363,3.96553520482843,31.42709975088873,1.5892054262545103,117.79731964715717,7.956153634241808e-6,20,7.902233527548187e-6,144.55626893043518,false
Hinge damping ratio,0.02,0.02,smooth,0.97,413.37385506473566,392.4819439439606,413.37385506473566,413.0963825624488,3.7441767703851685,28.716878620179056,3.0678391495702897,243.39972840704917,1.3119909612401472e-7,20,7.902233527548187e-6,83.18001699447632,false
Hinge damping ratio,0.02,0.02,smooth,1.0,445.9894192059579,448.20382956415193,448.20382956415193,447.9839379371401,3.7365817495641944,29.19061752015557,4.556695236477534,238.25963800544676,6.462631331462399e-8,20,7.902233527548187e-6,166.96788787841797,false
Hinge damping ratio,0.02,0.02,smooth,1.03,440.13862048916144,447.9133788758091,447.9133788758091,447.6960513443462,3.7288090567528247,30.432824923985564,1.3518890476385101,343.9945672706783,7.992623623535522e-8,20,7.902233527548187e-6,81.82988715171814,false
Hinge damping ratio,0.02,0.02,constant_then_stop,0.97,349.4521014051595,353.6700138958369,353.6700138958369,353.18159522132413,3.6713783675094693,29.140699110962046,2.909097099072357,225.22272642550047,6.126956447985644e-6,20,7.902233527548187e-6,79.42468905448914,false
Hinge damping ratio,0.02,0.02,constant_then_stop,1.0,321.3662613015171,336.32198797900486,336.32198797900486,335.8353416667629,3.705997277633304,30.03427577602367,1.4052567652224388,246.64752045935202,1.6765913034316584e-6,20,7.902233527548187e-6,189.20483207702637,false
Hinge damping ratio,0.02,0.02,constant_then_stop,1.03,296.4372187797197,325.54695159862547,325.54695159862547,324.96900588023675,3.7373316975024573,31.103526994636212,2.351183928688796,98.70855631069183,5.832722823220915e-6,20,7.902233527548187e-6,92.96556186676025,false
Hinge damping ratio,0.05,0.05,smooth,0.97,437.8872109339445,435.05635635361836,437.8872109339445,437.7318052953423,3.302500318168952,29.01127633024786,4.510653499521229,85.84266745491395,9.861520772441841e-8,20,7.902233527548187e-6,82.18380999565125,false
Hinge damping ratio,0.05,0.05,smooth,1.0,443.41171406438303,408.1205334428088,443.41171406438303,443.1659903149004,3.297519529072378,28.74354865833453,3.360196648497399,297.5042776472886,7.486763513328765e-8,20,7.902233527548187e-6,114.1510751247406,false
Hinge damping ratio,0.05,0.05,smooth,1.03,414.1260104260718,409.2698441756976,414.1260104260718,414.042190319113,3.2924618537479247,31.369294912634714,1.7387906483791384,179.91970599719622,5.12520282146334e-8,20,7.902233527548187e-6,39.371317863464355,false
Hinge damping ratio,0.05,0.05,constant_then_stop,0.97,237.28997311096566,259.6436470076476,259.6436470076476,259.445223516326,3.22131728916195,29.408039573432532,0.9560148978621381,220.36753669285716,1.907158531767268e-5,20,7.902233527548187e-6,86.84719395637512,false
Hinge damping ratio,0.05,0.05,constant_then_stop,1.0,260.4829445755306,251.12080653350554,260.4829445755306,260.36504871245694,3.251042311764614,30.478586758343596,1.536082369773704,127.090416417587,1.111582775894431e-6,20,7.902233527548187e-6,127.72452092170715,false
Hinge damping ratio,0.05,0.05,constant_then_stop,1.03,238.8842660673452,238.0338049662365,238.8842660673452,238.7520188127631,3.2782135037419327,31.025610972054587,1.3474365910851993,151.79427087775775,8.919949781513808e-6,20,7.902233527548187e-6,38.614245891571045,false
Hinge damping ratio,0.1,0.1,smooth,0.97,395.4997837046437,387.30543756833504,395.4997837046437,395.1605308514984,2.8630105670036725,27.42117309536756,2.4780749826022093,322.1571388581338,7.159367349153276e-8,20,7.902233527548187e-6,76.51792788505554,false
Hinge damping ratio,0.1,0.1,smooth,1.0,351.9024496369745,353.75897290885143,353.75897290885143,353.68380392000887,2.8617904685765225,30.73795386718478,1.2955444025247076,84.02085990247689,4.691192081300424e-8,20,7.902233527548187e-6,398.815043926239,false
Hinge damping ratio,0.1,0.1,smooth,1.03,372.2036629422398,367.5700416848513,372.2036629422398,372.0868718281017,2.8602988230340975,31.196836568129505,2.2856808397237836,67.0071700183984,3.775433602261315e-8,20,7.902233527548187e-6,85.67823505401611,false
Hinge damping ratio,0.1,0.1,constant_then_stop,0.97,266.46049955600915,266.25123505907845,266.46049955600915,266.3964258530516,2.7542515530611933,30.4972913451033,1.3042761398112759,161.0517413603904,1.536083974965406e-5,20,7.902233527548187e-6,74.89373993873596,false
Hinge damping ratio,0.1,0.1,constant_then_stop,1.0,218.72283300374656,210.75311531774793,218.72283300374656,218.70369867040358,2.7713427543124163,31.77776926590721,1.3668606826065384,158.9203315826835,7.438378387639558e-7,20,7.902233527548187e-6,197.81821298599243,false
Hinge damping ratio,0.1,0.1,constant_then_stop,1.03,177.81236360766127,181.01680889621662,181.01680889621662,180.95063287968,2.795739454210767,32.8974920500602,0.9018031875127577,85.30409863832274,5.573778130300092e-6,20,7.902233527548187e-6,89.79087209701538,false
Hinge damping ratio,0.2,0.2,smooth,0.97,302.7393316517174,298.3578902963312,302.7393316517174,302.696824865266,2.379171697099899,30.722848850745187,0.8443731520019855,180.31846246011042,3.3302759477848386e-8,20,7.745972147806294e-6,89.30846214294434,false
Hinge damping ratio,0.2,0.2,smooth,1.0,302.82834468897255,294.87653895573993,302.82834468897255,302.7366590276842,2.3815851922557587,29.156187253990623,0.555608861591865,252.7080695579784,3.126921916211507e-8,20,7.745972147806294e-6,122.72979307174683,false
Hinge damping ratio,0.2,0.2,smooth,1.03,277.5548053173428,287.3873739661387,287.3873739661387,287.29574060230266,2.383473527657991,30.68473092180583,1.4694681183795697,225.64157622095826,3.572750150458202e-8,20,7.745972147806294e-6,88.29990291595459,false
Hinge damping ratio,0.2,0.2,constant_then_stop,0.97,255.94621202011234,252.780568868921,255.94621202011234,255.89305534424855,2.3227482056515605,29.612533457106487,1.4064442977945524,225.07661280353292,1.6548764211638342e-5,20,7.745972147806294e-6,79.1487488746643,false
Hinge damping ratio,0.2,0.2,constant_then_stop,1.0,257.0719596452862,269.45633100471076,269.45633100471076,269.3599518205645,2.3286030216612503,30.185231907854543,1.4191425514298166,182.96756882752808,1.2594606133209972e-5,20,7.745972147806294e-6,88.93339610099792,false
Hinge damping ratio,0.2,0.2,constant_then_stop,1.03,255.48262610046783,245.01774889183315,255.48262610046783,255.44899798364452,2.333526251288922,31.4099320721999,1.355713773268307,147.82817903653117,2.791427845705382e-5,20,7.745972147806294e-6,92.93481993675232,false
Tip attachment stiffness,1e+04,10000.0,smooth,0.97,165.82215299986083,174.93132136253982,174.93132136253982,174.87459688356566,3.302995225727297,27.960785014029717,0.3090857462700007,102.51979265113727,2.6068856093304653e-8,20,7.902233527548187e-6,80.88700103759766,false
Tip attachment stiffness,1e+04,10000.0,smooth,1.0,155.44188775942823,218.31813774792914,218.31813774792914,218.10253053217698,3.298035011599174,27.582283832527214,0.7116201692516231,80.84807837610084,3.376441346732704e-8,20,7.902233527548187e-6,127.38564014434814,false
Tip attachment stiffness,1e+04,10000.0,smooth,1.03,174.58373558956652,207.92683590837274,207.92683590837274,207.76249255702675,3.2929955241565256,28.88938437808543,0.6145023480447934,52.750237834362146,2.545824760130708e-8,20,7.902233527548187e-6,85.873046875,false
Tip attachment stiffness,1e+04,10000.0,constant_then_stop,0.97,103.13842461998131,125.20571032337746,125.20571032337746,125.15440564385928,3.2216867149826136,29.15189657587058,0.8350102391507572,25.48016169137848,1.0767516455649053e-5,20,7.902233527548187e-6,78.18623805046082,false
Tip attachment stiffness,1e+04,10000.0,constant_then_stop,1.0,124.4253614824029,129.31216132760335,129.31216132760335,129.28063740206142,3.25141145356672,30.22780937734685,1.1591236537676266,30.75279411827333,7.50877082586895e-7,20,7.902233527548187e-6,168.5011990070343,false
Tip attachment stiffness,1e+04,10000.0,constant_then_stop,1.03,124.42042661312314,126.19917586822547,126.19917586822547,126.15011196084627,3.27858092510029,31.09048830931576,0.8446089939688006,53.22055564329536,7.653824296464776e-6,20,7.902233527548187e-6,83.19642400741577,false
Tip attachment stiffness,3.16e+04,31600.0,smooth,0.97,318.022893657811,332.10211465274176,332.10211465274176,331.87751449818694,3.302629332405851,27.562259572768408,3.2880443637192247,242.66979157023107,5.844574732261396e-8,20,7.902233527548187e-6,90.9613709449768,false
Tip attachment stiffness,3.16e+04,31600.0,smooth,1.0,291.7808612529804,301.8598238679506,301.8598238679506,301.77357218598775,3.2976537757991453,29.022450088455813,2.836846298103496,29.08205428219389,6.078013898754594e-8,20,7.902233527548187e-6,111.75390100479126,false
Tip attachment stiffness,3.16e+04,31600.0,smooth,1.03,287.07562773895955,296.37798224865696,296.37798224865696,296.31622363881644,3.2926007502267307,30.73334686503822,3.0935423109825013,173.691417833359,3.9938778164847964e-8,20,7.902233527548187e-6,78.03707385063171,false
Tip attachment stiffness,3.16e+04,31600.0,constant_then_stop,0.97,179.06800847528316,199.17641220747902,199.17641220747902,199.05752094779876,3.221411005368,29.46073166659422,0.749716247985373,92.67928846154528,1.8781774489354324e-5,20,7.902233527548187e-6,263.47600412368774,false
Tip attachment stiffness,3.16e+04,31600.0,constant_then_stop,1.0,201.2600488593039,204.55987731667105,204.55987731667105,204.46688636270733,3.2511364275472086,30.170771055745007,1.3753935620886395,121.38680104291403,1.1464340491837863e-6,20,7.902233527548187e-6,91.50978493690491,false
Tip attachment stiffness,3.16e+04,31600.0,constant_then_stop,1.03,193.2345194103105,175.80416779415657,193.2345194103105,193.03135383133124,3.2783076805633553,31.051474982390253,1.1771256194626873,106.46356162349599,8.337929283818475e-6,20,7.902233527548187e-6,80.20991110801697,false
Tip attachment stiffness,1e+05,100000.0,smooth,0.97,437.8872109339445,435.05635635361836,437.8872109339445,437.7318052953423,3.302500318168952,29.01127633024786,4.510653499521229,85.84266745491395,9.861520772441841e-8,20,7.902233527548187e-6,82.18380999565125,false
Tip attachment stiffness,1e+05,100000.0,smooth,1.0,443.41171406438303,408.1205334428088,443.41171406438303,443.1659903149004,3.297519529072378,28.74354865833453,3.360196648497399,297.5042776472886,7.486763513328765e-8,20,7.902233527548187e-6,114.1510751247406,false
Tip attachment stiffness,1e+05,100000.0,smooth,1.03,414.1260104260718,409.2698441756976,414.1260104260718,414.042190319113,3.2924618537479247,31.369294912634714,1.7387906483791384,179.91970599719622,5.12520282146334e-8,20,7.902233527548187e-6,39.371317863464355,false
Tip attachment stiffness,1e+05,100000.0,constant_then_stop,0.97,237.28997311096566,259.6436470076476,259.6436470076476,259.445223516326,3.22131728916195,29.408039573432532,0.9560148978621381,220.36753669285716,1.907158531767268e-5,20,7.902233527548187e-6,86.84719395637512,false
Tip attachment stiffness,1e+05,100000.0,constant_then_stop,1.0,260.4829445755306,251.12080653350554,260.4829445755306,260.36504871245694,3.251042311764614,30.478586758343596,1.536082369773704,127.090416417587,1.111582775894431e-6,20,7.902233527548187e-6,127.72452092170715,false
Tip attachment stiffness,1e+05,100000.0,constant_then_stop,1.03,238.8842660673452,238.0338049662365,238.8842660673452,238.7520188127631,3.2782135037419327,31.025610972054587,1.3474365910851993,151.79427087775775,8.919949781513808e-6,20,7.902233527548187e-6,38.614245891571045,false
Tip attachment stiffness,3.16e+05,316000.0,smooth,0.97,481.48847212892997,474.519078171399,481.48847212892997,481.18192575511017,3.3024581049007433,27.85435892458438,4.2712114336047735,193.98285212023004,1.2843233692590211e-7,20,7.894132488217882e-6,173.48482298851013,false
Tip attachment stiffness,3.16e+05,316000.0,smooth,1.0,456.5759227587237,484.1282709702857,484.1282709702857,483.5805305357255,3.2974756320878287,28.70293080227287,2.7663897133004083,76.68624490452672,1.0752495658552708e-7,20,7.894132488217882e-6,163.4886131286621,false
Tip attachment stiffness,3.16e+05,316000.0,smooth,1.03,452.1481580206919,438.91479177901437,452.1481580206919,452.0872011921518,3.2924164566436307,30.570911478827384,4.468935981418783,227.63461697880953,6.880360282945401e-8,20,7.894132488217882e-6,93.90162801742554,false
Tip attachment stiffness,3.16e+05,316000.0,constant_then_stop,0.97,261.6548341333757,278.19248447300475,278.19248447300475,278.0707422741605,3.2212856340510947,31.71893937832393,1.0855048127183278,173.93875195150054,2.3729429275321046e-5,20,7.894132488217882e-6,163.4633719921112,false
Tip attachment stiffness,3.16e+05,316000.0,constant_then_stop,1.0,274.7052604718239,273.09407953590846,274.7052604718239,274.65439551112394,3.2510105007514225,31.035102257399572,1.6016333128617526,108.01068499047112,2.7601544054655072e-5,20,7.894132488217882e-6,152.72706508636475,false
Tip attachment stiffness,3.16e+05,316000.0,constant_then_stop,1.03,254.56914834623106,258.17911596074003,258.17911596074003,258.0619818512533,3.278181654225556,31.334692479459925,1.4062274319422277,137.19645742979273,1.745918379067261e-5,20,7.894132488217882e-6,81.07335805892944,false
Tip attachment stiffness,1e+06,1.0e6,smooth,0.97,502.9166369301367,497.3052981212356,502.9166369301367,502.7910086784764,3.302444843269233,27.337683938261904,2.1342053683455906,220.14591012248772,1.3435493380433072e-7,20,7.868691225288673e-6,188.2617471218109,false
Tip attachment stiffness,1e+06,1.0e6,smooth,1.0,500.03567011799794,479.5217319068036,500.03567011799794,499.98709831083875,3.2974618261230946,30.222346141452732,1.2307596718166358,340.15544629157176,1.0799890291585498e-7,20,7.868691225288673e-6,146.83563494682312,false
Tip attachment stiffness,1e+06,1.0e6,smooth,1.03,467.7327608767369,479.49725830512966,479.49725830512966,479.2930012957533,3.292402167633711,30.531034898220803,3.731243481308633,298.3805148912736,6.42856482775504e-8,20,7.868691225288673e-6,82.1828339099884,false
Tip attachment stiffness,1e+06,1.0e6,constant_then_stop,0.97,279.56944087897455,285.85914695755434,285.85914695755434,285.72690437870983,3.2212784863452457,31.673096742659204,1.1132968378205397,114.79124393401516,9.751821116105523e-6,20,7.868691225288673e-6,214.0477089881897,false
Tip attachment stiffness,1e+06,1.0e6,constant_then_stop,1.0,280.7112263196787,278.36540327819273,280.7112263196787,280.6968074082634,3.2510032149464156,30.449507388435592,1.6168828543289757,116.41502477831882,2.4685173979920766e-5,20,7.868691225288673e-6,89.40786695480347,false
Tip attachment stiffness,1e+06,1.0e6,constant_then_stop,1.03,253.75743773117432,269.00285961594585,269.00285961594585,268.8658588600089,3.278174242636225,31.327621854412904,1.4286759278586803,161.57998132233251,1.6966155481237046e-5,20,7.868691225288673e-6,87.91039085388184,false
Environment,orbit,1.0,smooth,0.97,437.8872109339445,435.05635635361836,437.8872109339445,437.7318052953423,3.302500318168952,29.01127633024786,4.510653499521229,85.84266745491395,9.861520772441841e-8,20,7.902233527548187e-6,82.18380999565125,false
Environment,orbit,1.0,smooth,1.0,443.41171406438303,408.1205334428088,443.41171406438303,443.1659903149004,3.297519529072378,28.74354865833453,3.360196648497399,297.5042776472886,7.486763513328765e-8,20,7.902233527548187e-6,114.1510751247406,false
Environment,orbit,1.0,smooth,1.03,414.1260104260718,409.2698441756976,414.1260104260718,414.042190319113,3.2924618537479247,31.369294912634714,1.7387906483791384,179.91970599719622,5.12520282146334e-8,20,7.902233527548187e-6,39.371317863464355,false
Environment,orbit,1.0,constant_then_stop,0.97,237.28997311096566,259.6436470076476,259.6436470076476,259.445223516326,3.22131728916195,29.408039573432532,0.9560148978621381,220.36753669285716,1.907158531767268e-5,20,7.902233527548187e-6,86.84719395637512,false
Environment,orbit,1.0,constant_then_stop,1.0,260.4829445755306,251.12080653350554,260.4829445755306,260.36504871245694,3.251042311764614,30.478586758343596,1.536082369773704,127.090416417587,1.111582775894431e-6,20,7.902233527548187e-6,127.72452092170715,false
Environment,orbit,1.0,constant_then_stop,1.03,238.8842660673452,238.0338049662365,238.8842660673452,238.7520188127631,3.2782135037419327,31.025610972054587,1.3474365910851993,151.79427087775775,8.919949781513808e-6,20,7.902233527548187e-6,38.614245891571045,false
Environment,drag only,2.0,smooth,0.97,80.96634710395679,80.85763495575083,80.96634710395679,80.96343356190204,2.213425845806154,28.26267404148264,0.10858036073868683,34.642029462976566,8.949659538315608e-9,20,7.902233527548187e-6,391.4944751262665,false
Environment,drag only,2.0,smooth,1.0,75.7466999718003,74.12593414654145,75.7466999718003,75.73985550422145,2.2140101213084122,29.19855136261723,0.14072970693937076,18.40959925891581,9.792746465856741e-9,20,7.902233527548187e-6,101.20771908760071,false
Environment,drag only,2.0,smooth,1.03,71.23023136149982,69.90619483290766,71.23023136149982,71.2261723267739,2.2141037220357553,30.083403961864434,0.13877904400916277,18.959986843082167,1.0721725836247616e-8,20,7.902233527548187e-6,101.30382299423218,false
Environment,drag only,2.0,constant_then_stop,0.97,131.63698940894116,137.0508863795301,137.0508863795301,137.0357371256213,2.0364724578212696,29.42668094232402,0.48295732935550545,31.78014822232778,1.467147028751329e-5,20,7.902233527548187e-6,131.14441204071045,false
Environment,drag only,2.0,constant_then_stop,1.0,136.9397874465392,143.13586447919272,143.13586447919272,143.11026503946408,2.059097578702238,30.320921395001953,0.5883333475819327,26.351422940947124,1.352074223242046e-6,20,7.902233527548187e-6,93.56081199645996,false
Environment,drag only,2.0,constant_then_stop,1.03,133.8708431869203,143.09145060118692,143.09145060118692,143.05843560120474,2.0803267295502748,31.221902452878886,0.575744221707749,28.1103420422252,8.661525475394404e-6,20,7.902233527548187e-6,396.02014899253845,false
Environment,gravity only,3.0,smooth,0.97,173.6901565107771,173.69026682572587,173.69026682572587,173.67647447625177,3.2937219913606994,29.1437640405693,5.609892210944609e-7,173.59272977899855,2.973171201745431e-8,20,7.902292973154351e-6,101.15153288841248,false
Environment,gravity only,3.0,smooth,1.0,173.66167894888727,173.66040322272008,173.66167894888727,173.64789061140675,3.293704840285976,31.43723072558194,3.8905418510301516e-6,173.63470874276487,2.9731740907572997e-8,20,7.902292973154351e-6,103.56192088127136,false
Environment,gravity only,3.0,smooth,1.03,173.6544522396839,173.65357755028555,173.6544522396839,173.64066098436314,3.293689591245216,31.47908126916777,1.8972388551451847e-6,173.63928693656348,2.973176792757507e-8,20,7.902292973154351e-6,234.37880492210388,false
Environment,gravity only,3.0,constant_then_stop,0.97,278.383550886765,277.3950151398509,278.383550886765,278.3486246403583,3.295345494787685,29.405495886133146,0.4468945768714355,113.56858749019084,1.940704068481377e-6,20,7.902292973154351e-6,169.42504000663757,false
Environment,gravity only,3.0,constant_then_stop,1.0,275.4083698858561,274.7957654952838,275.4083698858561,275.3746632543131,3.2952021561522784,30.305290475521367,0.4218586072016877,118.66736752698421,1.84587404190043e-6,20,7.902292973154351e-6,96.78181719779968,false
Environment,gravity only,3.0,constant_then_stop,1.03,272.1473468193335,272.2219226657177,272.2219226657177,272.18705308104023,3.295072923159544,31.19153263246063,0.39669549286414585,124.22123700150054,1.7567612790758214e-6,20,7.902292973154351e-6,295.70045590400696,false
